sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,priors_count.1,jail_time
Male,27,25 - 45,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0,75660
Male,34,25 - 45,African-American,0,0,0,0,(F3),Felony Battery w/Prior Convict,1,0,30300
Male,30,25 - 45,African-American,0,0,0,4,(M2),Driving License Suspended,1,4,21300
Male,30,25 - 45,African-American,0,0,0,4,(M2),Driving License Suspended,1,4,21300
Male,25,25 - 45,Caucasian,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,11040
Male,21,Less than 25,African-American,0,0,0,0,(F2),Aggravated Battery / Pregnant,0,0,24660
Male,26,25 - 45,African-American,0,1,0,5,(M2),arrest case no charge,0,5,9780
Male,23,Less than 25,African-American,0,0,0,6,(F3),arrest case no charge,0,6,4140
Male,25,25 - 45,African-American,0,0,0,1,(F3),Possession of Cocaine,1,1,58320
Male,47,Greater than 45,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,8520
Male,60,Greater than 45,African-American,0,0,0,9,(F3),Possession of Cocaine,0,9,86100
Male,48,Greater than 45,Hispanic,0,0,0,0,(F3),Felony Driving While Lic Suspd,0,0,68460
Male,49,Greater than 45,Other,0,0,0,0,(M1),Battery,1,0,2760
Female,41,25 - 45,Caucasian,0,0,0,2,(M2),Fail To Obey Police Officer,0,2,67260
Male,30,25 - 45,African-American,0,0,0,12,(F3),Driving While License Revoked,1,12,79920
Male,21,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,77040
Female,24,Less than 25,African-American,0,0,0,1,(F3),Possession Of Methamphetamine,0,1,26940
Female,47,Greater than 45,Caucasian,0,0,0,0,(MO3),Intoxicated/Safety Of Another,0,0,49560
Male,32,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,81660
Male,25,25 - 45,African-American,0,0,0,4,(F3),Possession of Cocaine,1,4,51540
Male,53,Greater than 45,Caucasian,0,0,0,1,(F2),arrest case no charge,0,1,52020
Male,21,Less than 25,African-American,0,0,0,0,(F3),Felony Battery (Dom Strang),1,0,81720
Female,22,Less than 25,African-American,0,0,1,0,(F3),Fel Drive License Perm Revoke,0,0,83580
Female,45,Greater than 45,Caucasian,0,0,0,4,(F3),Grand Theft in the 3rd Degree,0,4,14400
Male,26,25 - 45,African-American,0,0,0,10,(F3),Poss Pyrrolidinovalerophenone,0,10,7740
Male,29,25 - 45,Hispanic,0,0,0,1,(M2),Disorderly Intoxication,0,1,82440
Male,29,25 - 45,African-American,0,0,0,4,(M1),Battery,0,4,85320
Male,21,Less than 25,Hispanic,0,0,0,0,(M1),Battery,0,0,85920
Female,24,Less than 25,African-American,0,0,0,2,(M1),Battery,1,2,75540
Male,53,Greater than 45,Other,0,0,0,4,(M1),Neglect Child / No Bodily Harm,1,4,49320
Female,38,25 - 45,African-American,0,0,0,2,(M2),Driving License Suspended,0,2,6540
Male,20,Less than 25,Caucasian,0,0,0,0,(F3),Possession of Cannabis,0,0,15060
Male,51,Greater than 45,Caucasian,0,0,0,2,(F2),Agg Battery Grt/Bod/Harm,0,2,84420
Male,26,25 - 45,Caucasian,0,0,0,0,(F3),Burglary Structure Unoccup,0,0,80280
Male,29,25 - 45,African-American,0,0,0,1,(M2),Susp Drivers Lic 1st Offense,0,1,12420
Male,49,Greater than 45,African-American,0,0,0,2,(M1),DUI Level 0.15 Or Minor In Veh,0,2,4500
Female,24,Less than 25,Other,0,0,0,0,(F3),Neglect Child / No Bodily Harm,0,0,11040
Male,24,Less than 25,Other,0,1,9,2,(F3),Possession of Cocaine,1,2,82440
Male,24,Less than 25,Hispanic,0,0,0,0,(M1),Driving Under The Influence,0,0,79620
Male,39,25 - 45,Caucasian,0,0,0,5,(M1),Battery,0,5,68940
Male,37,25 - 45,Hispanic,0,0,0,5,(F3),Driving While License Revoked,0,5,15120
Male,20,Less than 25,Caucasian,0,0,0,0,(F3),Aiding Escape,1,0,15660
Male,53,Greater than 45,Caucasian,0,0,0,1,(F1),Lewd or Lascivious Molestation,0,1,1140
Male,25,25 - 45,African-American,0,0,0,5,(F2),Deliver Cocaine,0,5,12660
Male,28,25 - 45,Hispanic,0,0,0,10,(F3),Felony Petit Theft,0,10,82740
Male,38,25 - 45,Hispanic,0,0,0,0,(M1),Driving Under The Influence,0,0,9540
Male,22,Less than 25,African-American,0,1,1,3,(F1),arrest case no charge,1,3,10140
Male,21,Less than 25,African-American,0,0,0,1,(F1),Poss/Sell/Del Cocaine 1000FT Sch,1,1,37440
Male,21,Less than 25,Caucasian,0,0,0,1,(F3),Carrying Concealed Firearm,1,1,3720
Male,27,25 - 45,African-American,2,0,0,6,(M2),Driving License Suspended,1,6,80520
Male,24,Less than 25,Caucasian,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0,3300
Male,26,25 - 45,African-American,0,0,0,2,(F3),arrest case no charge,0,2,75060
Male,28,25 - 45,African-American,0,1,0,14,(M1),Resist/Obstruct W/O Violence,1,14,30120
Male,28,25 - 45,African-American,0,1,0,14,(M1),Resist/Obstruct W/O Violence,1,14,30120
Male,49,Greater than 45,African-American,0,0,0,6,(M1),Battery,1,6,80400
Male,52,Greater than 45,African-American,0,0,0,7,(F2),Poss/pur/sell/deliver Cocaine,1,7,82080
Male,25,25 - 45,African-American,0,0,0,1,(M2),Susp Drivers Lic 1st Offense,0,1,120
Female,21,Less than 25,African-American,0,0,0,0,(F3),Child Abuse,0,0,70740
Male,56,Greater than 45,Caucasian,0,0,0,2,(F3),Felony/Driving Under Influence,0,2,84600
Male,34,25 - 45,African-American,0,0,0,22,(F3),Driving While License Revoked,0,22,85860
Male,38,25 - 45,African-American,0,4,2,12,(M1),Battery,0,12,6300
Male,35,25 - 45,Hispanic,0,0,0,7,(F2),arrest case no charge,0,7,6540
Male,23,Less than 25,African-American,0,0,0,1,(MO3),arrest case no charge,1,1,5220
Male,22,Less than 25,Caucasian,0,0,2,0,(F3),Possession Of Alprazolam,0,0,68520
Male,39,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,16260
Female,23,Less than 25,African-American,0,0,0,0,(F3),Neglect Child / No Bodily Harm,0,0,34440
Male,21,Less than 25,Caucasian,0,0,0,1,(F2),Burglary Unoccupied Dwelling,0,1,2220
Male,23,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,5640
Male,23,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,5640
Male,30,25 - 45,African-American,0,0,0,4,(M2),Susp Drivers Lic 1st Offense,0,4,4980
Male,42,25 - 45,African-American,0,0,0,1,(M1),Viol Pretrial Release Dom Viol,1,1,10980
Male,42,25 - 45,African-American,0,0,0,1,(M1),Viol Pretrial Release Dom Viol,1,1,10980
Male,50,Greater than 45,African-American,0,0,2,24,(M2),Susp Drivers Lic 1st Offense,1,24,32940
Male,50,Greater than 45,African-American,0,0,2,24,(M2),Susp Drivers Lic 1st Offense,1,24,32940
Male,54,Greater than 45,Caucasian,0,0,0,12,(F3),Possession of Hydrocodone,1,12,80640
Male,37,25 - 45,Other,0,0,0,4,(M1),arrest case no charge,1,4,6480
Male,28,25 - 45,Hispanic,0,0,0,7,(F3),arrest case no charge,0,7,7140
Male,37,25 - 45,African-American,0,0,0,0,(F3),Possession of Cocaine,0,0,83760
Male,23,Less than 25,African-American,0,0,0,1,(F3),Possession of Cannabis,0,1,79560
Male,41,25 - 45,Caucasian,0,0,0,0,(F2),Agg Battery Grt/Bod/Harm,0,0,8460
Male,50,Greater than 45,African-American,1,0,0,5,(F3),Possession of Cocaine,0,5,47760
Male,41,25 - 45,Hispanic,0,0,0,19,(F3),Felony Petit Theft,1,19,83160
Male,26,25 - 45,African-American,0,0,0,2,(F3),Grand Theft (Motor Vehicle),1,2,11400
Male,40,25 - 45,Other,0,0,0,8,(F3),Possession of Cocaine,1,8,17040
Male,23,Less than 25,African-American,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",1,2,79800
Male,50,Greater than 45,Caucasian,0,0,0,1,(F3),Aggravated Assault,0,1,53820
Female,40,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,67740
Male,20,Less than 25,African-American,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0,60000
Male,55,Greater than 45,Caucasian,0,0,0,1,(F3),arrest case no charge,1,1,4860
Male,24,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,69000
Male,44,25 - 45,African-American,0,0,0,3,(F3),Driving While License Revoked,0,3,21900
Female,50,Greater than 45,Caucasian,0,0,0,14,(F3),Offer Agree Secure/Lewd Act,0,14,85740
Male,25,25 - 45,African-American,0,0,0,3,(M1),Possess Cannabis/20 Grams Or Less,0,3,84180
Male,51,Greater than 45,Caucasian,0,0,0,2,(F3),Failure To Return Hired Vehicle,0,2,81780
Male,33,25 - 45,Caucasian,0,1,0,5,(M1),Battery,1,5,6240
Female,51,Greater than 45,Hispanic,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,79320
Male,37,25 - 45,African-American,2,0,0,27,(F2),Aggravated Battery (Firearm),0,27,71700
Male,23,Less than 25,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0,4500
Male,37,25 - 45,African-American,0,0,0,1,(M2),Driving License Suspended,1,1,59400
Female,64,Greater than 45,Other,0,0,0,0,(F3),Grand Theft (Motor Vehicle),0,0,52320
Male,23,Less than 25,African-American,0,0,0,2,(F2),arrest case no charge,0,2,82800
Male,51,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,83100
Female,20,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,7560
Male,40,25 - 45,Other,0,0,0,4,(F2),Agg Battery Grt/Bod/Harm,1,4,79980
Male,48,Greater than 45,Caucasian,0,0,0,1,(M1),Battery,0,1,11820
Female,23,Less than 25,Caucasian,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,7,31980
Female,35,25 - 45,African-American,0,0,0,3,(M1),Battery,1,3,84120
Male,22,Less than 25,Hispanic,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,1,62100
Male,45,Greater than 45,African-American,0,0,0,1,(F3),arrest case no charge,0,1,18120
Male,29,25 - 45,African-American,0,0,0,2,(F3),Introduce Contraband Into Jail,0,2,1920
Male,57,Greater than 45,Caucasian,0,0,0,0,(M2),Prowling/Loitering,0,0,75540
Male,20,Less than 25,African-American,0,1,2,1,(M1),Battery,1,1,22080
Male,39,25 - 45,African-American,0,0,0,1,(F3),Fleeing or Eluding a LEO,0,1,74220
Male,25,25 - 45,Caucasian,0,0,0,3,(F3),Burglary Structure Unoccup,0,3,85860
Male,37,25 - 45,Caucasian,0,0,0,1,(MO3),Disorderly Conduct,1,1,70320
Female,23,Less than 25,Other,0,0,0,0,(M1),Battery,0,0,77340
Male,23,Less than 25,African-American,0,0,0,3,(F3),arrest case no charge,1,3,16320
Male,36,25 - 45,Caucasian,0,0,0,9,(M2),arrest case no charge,1,9,18240
Male,38,25 - 45,Caucasian,0,0,0,1,(F3),arrest case no charge,0,1,5400
Female,30,25 - 45,African-American,0,4,1,12,(F3),Possession of Cocaine,0,12,22260
Male,55,Greater than 45,Caucasian,0,0,0,1,(M2),Leave Acc/Attend Veh/More $50,0,1,53580
Male,55,Greater than 45,African-American,0,0,0,11,(F3),Resist Officer w/Violence,0,11,16020
Male,53,Greater than 45,African-American,0,0,0,18,(M1),Unlaw Use False Name/Identity,1,18,16920
Male,21,Less than 25,African-American,0,0,0,1,(F3),Pos Cannabis W/Intent Sel/Del,1,1,73200
Male,27,25 - 45,African-American,0,0,0,3,(M1),Battery,1,3,14580
Male,18,Less than 25,Hispanic,1,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,5820
Male,28,25 - 45,African-American,0,1,0,6,(F3),Grand Theft in the 3rd Degree,1,6,75360
Male,28,25 - 45,African-American,0,1,0,6,(F3),Grand Theft in the 3rd Degree,1,6,75360
Male,26,25 - 45,Caucasian,0,0,0,1,(F3),arrest case no charge,1,1,65880
Male,25,25 - 45,Caucasian,0,0,0,1,(F3),"Poss3,4 Methylenedioxymethcath",0,1,3660
Male,66,Greater than 45,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,22860
Male,28,25 - 45,African-American,0,0,0,3,(M1),Carrying Concealed Firearm,0,3,15000
Male,50,Greater than 45,Other,0,0,0,0,(M1),Battery,0,0,120
Male,21,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,56280
Male,24,Less than 25,African-American,0,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0,0,74880
Female,34,25 - 45,African-American,0,0,0,1,(F3),arrest case no charge,0,1,61800
Male,60,Greater than 45,Caucasian,0,0,0,18,(M1),Driving Under The Influence,1,18,14340
Male,37,25 - 45,African-American,0,0,0,2,(F3),Driving While License Revoked,1,2,54600
Female,27,25 - 45,African-American,0,0,0,1,(M1),Battery,0,1,17160
Male,73,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,1560
Male,44,25 - 45,African-American,0,0,0,0,(F3),arrest case no charge,0,0,20940
Male,42,25 - 45,Hispanic,0,0,0,0,(M1),Driving Under The Influence,0,0,6480
Male,40,25 - 45,African-American,0,0,0,6,(F3),Possession of Cocaine,0,6,79680
Female,28,25 - 45,African-American,0,0,0,0,(F3),Felony Committing Prostitution,1,0,77040
Male,35,25 - 45,African-American,0,0,0,23,(F3),arrest case no charge,0,23,82680
Male,21,Less than 25,Hispanic,0,0,0,0,(F3),Grand Theft (Motor Vehicle),0,0,5940
Male,56,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,1,0,68760
Male,56,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,1,0,68760
Male,42,25 - 45,African-American,0,0,0,3,(F3),Possession of Cocaine,0,3,7620
Male,32,25 - 45,Caucasian,1,0,0,11,(F3),arrest case no charge,1,11,63360
Female,34,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,61500
Male,50,Greater than 45,Caucasian,0,0,0,1,(F3),arrest case no charge,0,1,72720
Female,29,25 - 45,African-American,0,0,0,5,(F3),arrest case no charge,0,5,83460
Male,34,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,4980
Male,47,Greater than 45,African-American,0,0,0,1,(M1),Battery,1,1,3840
Male,58,Greater than 45,Caucasian,0,0,0,3,(F3),Felony Battery w/Prior Convict,0,3,25800
Male,48,Greater than 45,Caucasian,0,0,0,3,(F3),Possession of Hydromorphone,0,3,20280
Female,20,Less than 25,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,53640
Male,45,Greater than 45,Caucasian,0,0,0,5,(F3),Driving While License Revoked,0,5,720
Female,53,Greater than 45,African-American,0,0,0,10,(F3),Aggravated Assault W/dead Weap,1,10,2940
Male,29,25 - 45,African-American,0,0,0,0,(F3),Driving While License Revoked,0,0,180
Female,30,25 - 45,Caucasian,0,0,0,9,(M2),Driving License Suspended,0,9,79500
Male,38,25 - 45,Other,0,0,0,1,(M1),Battery,0,1,77520
Female,43,25 - 45,Caucasian,0,0,0,0,(M2),Grand Theft (Motor Vehicle),0,0,16080
Male,24,Less than 25,Caucasian,0,0,0,6,(F2),Aggravated Battery / Pregnant,0,6,83040
Male,28,25 - 45,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,3900
Male,25,25 - 45,Hispanic,0,0,0,2,(M1),Battery,1,2,3060
Male,25,25 - 45,Hispanic,0,0,0,2,(M1),Battery,1,2,3060
Male,53,Greater than 45,Caucasian,0,0,0,1,(M1),Battery,1,1,86160
Male,22,Less than 25,Caucasian,0,0,3,0,(NI0),Possess Tobacco Product Under 18,0,0,67920
Female,32,25 - 45,Hispanic,0,0,0,1,(M1),Burglary Conveyance Occupied,0,1,83520
Male,26,25 - 45,Caucasian,0,0,0,9,(M1),Possess Cannabis/20 Grams Or Less,1,9,20340
Male,26,25 - 45,Caucasian,0,0,0,9,(M1),Possess Cannabis/20 Grams Or Less,1,9,20340
Female,48,Greater than 45,Other,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0,17820
Male,23,Less than 25,African-American,0,0,0,4,(F3),Poss Cntrft Contr Sub w/Intent,1,4,60120
Male,71,Greater than 45,Caucasian,0,0,0,1,(M1),DUI Property Damage/Injury,0,1,84000
Female,61,Greater than 45,Caucasian,0,0,0,0,(M2),Disorderly Conduct,0,0,3060
Female,22,Less than 25,Caucasian,0,0,0,2,(M1),Possess Cannabis/20 Grams Or Less,0,2,64500
Male,29,25 - 45,African-American,0,0,0,1,(M1),DUI Blood Alcohol Above 0.20,1,1,47820
Female,54,Greater than 45,Caucasian,0,0,0,1,(M1),Resist/Obstruct W/O Violence,0,1,13560
Male,24,Less than 25,Caucasian,0,2,0,6,(F3),arrest case no charge,0,6,6120
Female,28,25 - 45,Caucasian,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0,6720
Female,25,25 - 45,Caucasian,0,0,0,2,(F2),Escape,0,2,11340
Female,22,Less than 25,African-American,0,0,0,1,(F6),Murder in the First Degree,0,1,19440
Male,32,25 - 45,African-American,0,0,0,3,(F3),Felony Batt(Great Bodily Harm),0,3,81480
Male,24,Less than 25,African-American,0,0,0,2,(F3),Resist Officer w/Violence,1,2,9780
Male,35,25 - 45,African-American,0,0,0,0,(F3),Tampering With Physical Evidence,0,0,2760
Female,56,Greater than 45,Native American,0,0,0,0,(F3),Battery on Law Enforc Officer,0,0,66840
Male,21,Less than 25,African-American,0,0,0,0,(F2),Aggravated Battery / Pregnant,0,0,16740
Male,49,Greater than 45,Caucasian,0,0,0,1,(M1),Felony Battery w/Prior Convict,0,1,15960
Male,26,25 - 45,African-American,0,0,0,6,(F2),Aggravated Battery / Pregnant,1,6,22020
Male,30,25 - 45,African-American,0,1,0,7,(F3),Burglary Conveyance Unoccup,1,7,60840
Male,27,25 - 45,Other,0,0,0,6,(F3),Grand Theft Dwell Property,0,6,62220
Male,29,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,76560
Male,30,25 - 45,African-American,0,0,0,5,(F3),Aggravated Assault w/Firearm,1,5,65100
Female,42,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,56760
Male,21,Less than 25,African-American,0,0,0,1,(F3),arrest case no charge,0,1,77340
Female,44,25 - 45,Caucasian,0,0,0,2,(F3),arrest case no charge,0,2,74400
Male,64,Greater than 45,Caucasian,0,0,0,8,(F3),Driving While License Revoked,0,8,75060
Female,26,25 - 45,African-American,0,0,0,1,(F1),arrest case no charge,0,1,14580
Female,45,Greater than 45,Caucasian,0,1,0,7,(F3),arrest case no charge,1,7,63480
Male,37,25 - 45,African-American,0,0,0,3,(M1),Battery,0,3,7320
Male,40,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,50700
Female,34,25 - 45,African-American,0,0,0,1,(F3),Neglect Child / No Bodily Harm,1,1,2040
Female,30,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,19680
Male,60,Greater than 45,Hispanic,0,0,0,4,(F3),Grand Theft in the 3rd Degree,0,4,18720
Male,58,Greater than 45,Caucasian,0,0,0,0,(M1),Viol Injunction Protect Dom Vi,0,0,71160
Male,27,25 - 45,Caucasian,0,0,0,0,(F3),Use Computer for Child Exploit,0,0,79080
Male,30,25 - 45,African-American,0,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,1,0,12000
Male,27,25 - 45,Hispanic,0,0,1,18,(F3),Grand Theft in the 3rd Degree,0,18,63660
Male,25,25 - 45,African-American,0,0,2,0,(M1),DUI Property Damage/Injury,0,0,2580
Male,60,Greater than 45,African-American,0,0,0,19,(F3),Possession of Cocaine,1,19,480
Male,56,Greater than 45,African-American,0,0,0,24,(F3),Felony Petit Theft,0,24,32820
Male,33,25 - 45,African-American,0,0,0,2,(M1),Battery,0,2,5400
Male,25,25 - 45,Caucasian,0,1,0,9,(F2),Burglary Dwelling Occupied,1,9,85800
Male,47,Greater than 45,African-American,0,0,0,15,(F3),Possession of Cocaine,0,15,27180
Male,30,25 - 45,Other,0,0,0,2,(F3),Tamper With Witness/Victim/CI,0,2,70740
Male,32,25 - 45,African-American,0,0,0,6,(F3),Grand Theft in the 3rd Degree,1,6,5580
Male,60,Greater than 45,Hispanic,0,0,0,0,(M1),Battery,0,0,77880
Male,24,Less than 25,African-American,0,0,0,3,(F3),Crimin Mischief Damage $1000+,1,3,81360
Male,23,Less than 25,Caucasian,0,1,0,2,(F3),arrest case no charge,1,2,69780
Male,33,25 - 45,Hispanic,0,0,0,0,(F7),arrest case no charge,0,0,3360
Male,23,Less than 25,Hispanic,0,0,0,3,(F3),Burglary Conveyance Unoccup,1,3,4740
Female,28,25 - 45,African-American,0,0,0,3,(F3),Fraudulent Use of Credit Card,0,3,60840
Male,23,Less than 25,African-American,0,0,0,1,(F3),arrest case no charge,0,1,77340
Male,25,25 - 45,African-American,0,0,0,1,(F3),Possession of Hydrocodone,1,1,56340
Male,25,25 - 45,African-American,0,0,0,1,(F3),Possession of Hydrocodone,1,1,56340
Female,20,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,81780
Male,32,25 - 45,African-American,0,0,4,9,(F2),Burglary Unoccupied Dwelling,0,9,69120
Female,49,Greater than 45,African-American,0,0,0,0,(F3),Aggravated Assault W/dead Weap,0,0,19320
Male,22,Less than 25,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,8940
Male,24,Less than 25,African-American,0,0,0,0,(F3),Possession Burglary Tools,0,0,47520
Male,60,Greater than 45,African-American,0,0,0,7,(F3),arrest case no charge,0,7,63420
Male,26,25 - 45,Caucasian,0,0,0,10,(F3),Driving While License Revoked,1,10,24540
Male,34,25 - 45,African-American,0,0,0,3,(F3),Resist Officer w/Violence,0,3,11700
Female,20,Less than 25,African-American,1,0,0,1,(F3),Grand Theft (Motor Vehicle),1,1,60480
Male,29,25 - 45,African-American,0,0,0,1,(M1),Battery,1,1,84300
Male,18,Less than 25,African-American,3,0,0,2,(F2),arrest case no charge,1,2,77340
Male,22,Less than 25,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0,6840
Male,47,Greater than 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0,77340
Female,26,25 - 45,African-American,0,0,0,3,(F3),Aggravated Assault W/dead Weap,1,3,83400
Male,21,Less than 25,African-American,0,0,0,0,(F2),Burglary Unoccupied Dwelling,1,0,21240
Male,54,Greater than 45,Caucasian,0,0,0,2,(M1),Battery,1,2,1500
Male,59,Greater than 45,African-American,0,0,0,1,(F3),Possession of Cocaine,0,1,18360
Male,22,Less than 25,African-American,0,0,1,0,(F3),Uttering a Forged Instrument,1,0,6600
Male,24,Less than 25,Other,0,0,0,1,(F3),Aggravated Assault W/dead Weap,1,1,79320
Male,64,Greater than 45,African-American,0,0,0,20,(F3),Driving While License Revoked,0,20,5880
Male,41,25 - 45,African-American,0,0,0,14,(F2),Poss Wep Conv Felon,0,14,35580
Male,45,Greater than 45,Caucasian,0,0,0,1,(M2),Driving Under The Influence,1,1,20880
Female,22,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,81180
Male,24,Less than 25,African-American,0,0,0,5,(F3),Felony Driving While Lic Suspd,1,5,84900
Female,54,Greater than 45,Caucasian,0,0,0,1,(F3),Aggravated Assault W/Dead Weap,0,1,73860
Female,30,25 - 45,African-American,0,0,0,3,(F3),Felony Driving While Lic Suspd,1,3,2340
Male,48,Greater than 45,Hispanic,0,0,0,0,(M1),Battery,0,0,51840
Male,20,Less than 25,Caucasian,0,0,2,0,(F3),Grand Theft in the 3rd Degree,0,0,25440
Male,29,25 - 45,Hispanic,0,0,0,0,(F1),Traff In Cocaine <400g>150 Kil,1,0,70740
Male,28,25 - 45,Caucasian,0,0,0,5,(F3),arrest case no charge,1,5,78480
Male,37,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,13080
Male,53,Greater than 45,African-American,0,0,0,2,(M1),Driving Under The Influence,0,2,15060
Male,29,25 - 45,African-American,0,0,0,4,(F3),Felony Battery (Dom Strang),0,4,5520
Male,25,25 - 45,Other,0,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",0,2,51600
Male,31,25 - 45,Caucasian,0,0,0,0,(F3),Poss Tetrahydrocannabinols,0,0,27000
Male,33,25 - 45,African-American,0,0,0,2,(M1),Extradition/Defendants,0,2,16920
Male,23,Less than 25,Caucasian,0,0,1,3,(F3),arrest case no charge,1,3,80160
Female,32,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,77100
Male,34,25 - 45,Caucasian,0,0,0,2,(F3),Possession Of Methamphetamine,0,2,85740
Female,44,25 - 45,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,76080
Male,41,25 - 45,African-American,0,0,0,8,(F3),Felony Battery (Dom Strang),0,8,51480
Male,37,25 - 45,African-American,0,1,0,16,(F1),Sale/Del Cocaine Child Care Fac,0,16,720
Male,26,25 - 45,Caucasian,0,0,0,2,(F3),arrest case no charge,0,2,25200
Male,30,25 - 45,Caucasian,0,0,0,3,(F1),Murder In 2nd Degree W/firearm,0,3,80220
Female,33,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,2580
Male,27,25 - 45,African-American,0,0,0,2,(M1),Battery,1,2,19620
Male,49,Greater than 45,African-American,0,0,0,1,(F3),arrest case no charge,0,1,72840
Male,32,25 - 45,African-American,0,0,0,0,(F3),Possession of Cocaine,1,0,57900
Male,22,Less than 25,Caucasian,0,0,0,2,(M1),Battery,0,2,12720
Female,44,25 - 45,African-American,0,0,0,2,(F3),Possession of Cocaine,0,2,78780
Male,40,25 - 45,African-American,0,1,1,24,(M1),Battery,1,24,9300
Male,34,25 - 45,Hispanic,0,0,0,2,(M2),Operating W/O Valid License,1,2,17760
Female,33,25 - 45,African-American,0,0,0,3,(M1),Battery,0,3,6300
Male,33,25 - 45,Caucasian,0,0,0,3,(F3),False Ownership Info/Pawn Item,0,3,83340
Male,33,25 - 45,Caucasian,0,0,0,0,(F3),Resist Officer w/Violence,0,0,79920
Male,41,25 - 45,African-American,0,0,0,2,(M1),arrest case no charge,1,2,51900
Male,41,25 - 45,African-American,0,0,0,2,(M1),arrest case no charge,1,2,51900
Male,37,25 - 45,Hispanic,0,0,0,1,(M1),Battery,0,1,76140
Male,28,25 - 45,African-American,0,0,0,9,(M1),Battery,0,9,55440
Female,25,25 - 45,African-American,0,0,0,0,(F3),Aggravated Assault W/dead Weap,1,0,9840
Male,51,Greater than 45,Other,0,0,0,14,(F3),Grand Theft (motor Vehicle),1,14,2040
Male,46,Greater than 45,Caucasian,0,0,0,2,(F3),arrest case no charge,0,2,13260
Female,30,25 - 45,African-American,0,0,0,1,(M1),Driving Under The Influence,0,1,1620
Female,47,Greater than 45,African-American,0,0,0,0,(M2),Disorderly Intoxication,0,0,74700
Male,24,Less than 25,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,30780
Male,37,25 - 45,Caucasian,0,0,0,5,(M2),arrest case no charge,0,5,85500
Male,21,Less than 25,African-American,0,0,0,0,(F3),Batt/on a Specified Employee,0,0,60240
Male,38,25 - 45,African-American,0,0,0,5,(F2),arrest case no charge,0,5,74640
Male,46,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,74100
Male,31,25 - 45,Caucasian,0,0,0,9,(F3),arrest case no charge,1,9,79320
Male,31,25 - 45,Caucasian,0,0,0,9,(F3),arrest case no charge,1,9,79320
Male,21,Less than 25,African-American,0,0,1,1,(F3),Grand Theft in the 3rd Degree,0,1,69120
